player_id,season,alter,tore_pro_spiel,tore_abs,assists_pro_spiel,assists_abs,rote_karten_pro_spiel,gelbe_karten_pro_spiel,gelb_rote_karten_pro_spiel,rote_karten_abs,gelbe_karten_abs,gelb_rote_karten_abs,startelf_pro_spiel,startelf_abs,minuten_pro_spiel,minuten_abs,anzahl_spiele,team_tore_pro_spiel,team_tore_abs,team_gegentore_pro_spiel,team_gegentore_abs,siege_pro_spiel,unentschieden_pro_spiel,niederlagen_pro_spiel,siege_abs,unentschieden_abs,niederlagen_abs,prozent_1_liga,prozent_pl,ziel_rating_avg_naechste_saison,position_Abwehr,position_Defensives Mittelfeld,position_Hängende Spitze,position_Innenverteidiger,position_Linker Verteidiger,position_Linkes Mittelfeld,position_Linksaußen,position_Mittelfeld,position_Mittelstürmer,position_Offensives Mittelfeld,position_Rechter Verteidiger,position_Rechtes Mittelfeld,position_Rechtsaußen,position_Sturm,position_Torwart,position_Zentrales Mittelfeld
48076,2022,34.0,0.05555555555555555,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63.22222222222222,1138,18,0.7777777777777778,14,1.1666666666666667,21,0.3333333333333333,0.4444444444444444,0.2222222222222222,6,8,4,0.0,100.0,6.594117647058823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49521,2021,32.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,87.38461538461539,1136,13,1.5384615384615385,20,1.4615384615384615,19,0.46153846153846156,0.15384615384615385,0.38461538461538464,6,2,5,0.0,0.0,7.035294117647059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53957,2021,30.0,0.1111111111111111,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48.55555555555556,437,9,0.7777777777777778,7,1.0,9,0.2222222222222222,0.3333333333333333,0.4444444444444444,2,3,4,0.0,100.0,6.978571428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53957,2022,31.0,0.42857142857142855,6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,72.92857142857143,1021,14,1.2857142857142858,18,1.2857142857142858,18,0.2857142857142857,0.14285714285714285,0.5714285714285714,4,2,8,0.0,0.0,6.655555555555555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
54650,2021,37.0,0.09523809523809523,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64.38095238095238,1352,21,1.0952380952380953,23,1.3333333333333333,28,0.3333333333333333,0.19047619047619047,0.47619047619047616,7,4,10,0.0,0.0,6.744444444444444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56261,2020,34.0,0.25,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53.5,214,4,0.5,2,1.0,4,0.5,0.25,0.25,2,1,1,0.0,0.0,6.433333333333334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58165,2021,30.0,0.07692307692307693,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61.23076923076923,796,13,1.3846153846153846,18,1.6923076923076923,22,0.3076923076923077,0.3076923076923077,0.38461538461538464,4,4,5,0.0,100.0,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58165,2022,31.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.2,1044,20,0.8,16,0.85,17,0.6,0.15,0.25,12,3,5,0.0,100.0,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59232,2020,33.0,0.14285714285714285,1,0.5714285714285714,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65.14285714285714,456,7,1.2857142857142858,9,0.5714285714285714,4,0.5714285714285714,0.2857142857142857,0.14285714285714285,4,2,1,0.0,0.0,6.778260869565218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59232,2021,34.0,0.08695652173913043,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59.43478260869565,1367,23,1.3043478260869565,30,0.8260869565217391,19,0.6521739130434783,0.08695652173913043,0.2608695652173913,15,2,6,0.0,0.0,7.067857142857143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
